vente_id,date,prix,rue,arrondissement,type_local,surface,pieces,longitude,latitude
2024-1196278,22/02/2024,"2450000,00 €",RUE DU FBG POISSONNIERE,10,Local industriel. commercial ou assimilé,180.0,0.0,2.34869,48.87458
2024-1214631,04/04/2024,"500000,00",RUE VANEAU,7,Appartement,30.0,1.0,2.3205,48.849
2024-1208181,29.10.2024,"252630,00",RUE LAMARCK,18,Appartement,93.0,4.0,2.33217,48.89105
2024-1207623,05.11.2024,"328235,00 €",RUE LEPIC,18,DÉPENDANCE,,0.0,2.33428,48.88719
2024-1212424,31.01.2024,"156000,00 €",RUE RAYMOND LOSSERAND,14,DÉPENDANCE,,0.0,2.31416,48.83214
2024-1229034,23/12/2024,"795000,00",RUE FALGUIERE,15,Appartement,46.0,3.0,2.31611,48.84298
2024-1199984,29.05.2024,"384850,00",RUE DU MONT-DORE,17,Appartement,40.0,2.0,2.32282,48.8831
2024-1217779,07/06/2024,"510000,00",RUE AUGUSTE BARTHOLDI,15,DÉPENDANCE,,0.0,2.2941,48.85073
2024-1206320,16.10.2024,"216000,00",RUE DES PRAIRIES,20, Appartement,23.0,1.0,2.40201,48.86283
2024-1201854,28/06/2024,"800000,00",RUE DE BUZENVAL,20, Dépendance,,0.0,2.40038,48.85385
2024-1202082,04/07/2024,"340000,00",VLA DANCOURT,18,Appartement ,28.0,1.0,2.34104,48.88297
2024-1218299,14/06/2024,"710400,00 €",RUE MADEMOISELLE,15,Appartement ,77.0,4.0,2.30194,48.84274
2024-1200870,19/06/2024,"205000,00",RUE BROCHANT,17,Appartement ,23.0,2.0,2.31868,48.88982
2024-1218578,17.06.2024,"35000,00",RUE MONTEMPOIVRE,12, Dépendance,,0.0,2.40808,48.8396
2024-1210795,15/01/2024,"930000,00",RUE DU SOMMERARD,5,Dépendance ,,0.0,2.34727,48.84965
2024-1225781,18/10/2024,"335000,00",RUE BLOMET,15,Dépendance,,0.0,2.30575,48.84219
2024-1204107,14.08.2024,"159000,00",RUE DAMREMONT,18,DÉPENDANCE,,0.0,2.33516,48.89111
2024-1218598,27.05.2024,"332500,00",RUE SAINT LAMBERT,15,Appartement ,27.0,1.0,2.29233,48.83689
2024-1219882,28/06/2024,"450000,00",RUE DUNOIS,13,Dépendance,,0.0,2.36727,48.83372
2024-1218272,18/06/2024,"820000,00",QUAI LOUIS BLERIOT,16, Dépendance,,0.0,2.26625,48.83908
2024-1221527,22.07.2024,"250000,00",RUE ALBERT,13,Appartement,37.0,2.0,2.37012,48.82706
2024-1221736,22/07/2024,"200000,00",RUE DE NICE,11, Dépendance,,0.0,2.39027,48.85488
2024-1207852,15.11.2024,"1895000,00",RUE DARWIN,18,Dépendance,,0.0,2.34018,48.89018
2024-1211540,25.01.2024,"546350,00",RUE FABRE D EGLANTINE,12,DÉPENDANCE,,0.0,2.39625,48.84608
2024-1209620,13/12/2024,"715000,00",VLA SAINT MICHEL,18,Dépendance ,,0.0,2.32748,48.88948
2024-1205928,25/09/2024,"259000,00",RUE DE CHAUMONT,19,APPARTEMENT,29.0,1.0,2.37229,48.88118
2024-1203846,02/08/2024,"280000,00",RUE D ENGHIEN,10,APPARTEMENT,27.0,1.0,2.35342,48.8717
2024-1211781,17/01/2024,"575000,00",RUE IMMEUBLES INDUSTRIELS,11,Dépendance ,,0.0,2.39239,48.84973
2024-1206107,25/09/2024,"531900,00",RUE DU MONT CENIS,18,Dépendance ,,0.0,2.34293,48.89031
2024-1226580,19.11.2024,"393620,00",RUE DE L AMIRAL MOUCHEZ,14,Appartement ,56.0,3.0,2.34102,48.8236
2024-1226653,14/11/2024,"575000,00",RUE DU COMMANDT RENE MOUCHOTTE,14,Appartement ,66.0,3.0,2.32001,48.83931
2024-1223520,19/09/2024,"120352,00",RUE BLOMET,15,APPARTEMENT,13.0,1.0,2.29878,48.84022
2024-1222835,06/09/2024,"550000,00",AV DE LA BOURDONNAIS,7,Dépendance,,0.0,2.30179,48.85691
2024-1203526,02/08/2024,"288000,00",RUE DES GRANDS CHAMPS,20,Appartement,30.0,1.0,2.40521,48.85109
2024-1218094,12.06.2024,"41500,00",AV DE VERSAILLES,16,DÉPENDANCE,,0.0,2.27609,48.85064
2024-1205799,26/09/2024,"530000,00",RUE DU FG POISSONNIERE,9,Appartement,50.0,2.0,2.34746,48.87274
2024-1213498,19/03/2024,"565043,00",RUE LEON MAURICE NORDMANN,13,Appartement ,51.0,2.0,2.34266,48.83298
2024-1206591,30/09/2024,"311800,00",RUE GUY MOQUET,17, Appartement,38.0,2.0,2.32685,48.89304
2024-1221497,10.07.2024,"56000,00",RUE DOMBASLE,15,Dépendance ,,0.0,2.29829,48.83628
2024-1204858,06/09/2024,"329000,00",RUE PELLEPORT,20,Dépendance,,0.0,2.40438,48.86335
2024-1198241,26/04/2024,"520000,00 €",RUE LAPEYRERE,18,Appartement,62.0,3.0,2.34289,48.89228
2024-1204090,29.08.2024,"150000,00",RUE PETIT,19,Dépendance,,0.0,2.38026,48.88486
2024-1219956,04/07/2024,"450000,00",RUE DU SOMMET DES ALPES,15,Dépendance,,0.0,2.30358,48.83019
2024-1223354,03/09/2024,"294000,00 €",RUE DE PICPUS,12,Appartement,35.0,2.0,2.40194,48.8382
2024-1220722,12/07/2024,"440000,00",RUE MOLITOR,16,Appartement,49.0,3.0,2.26391,48.84503
2024-1198088,18/04/2024,"320000,00",RUE DE TURENNE,3, Appartement,30.0,2.0,2.3644,48.86153
2024-1200561,19/06/2024,"205000,00",RUE VILLIERS ISLE ADAM,20,Appartement,28.0,1.0,2.39522,48.8672
2024-1218866,21/06/2024,"360000,00",RUE YVART,15, Appartement,41.0,2.0,2.30143,48.83757
2024-1218625,14.06.2024,"745000,00",RUE SERVANDONI,6,APPARTEMENT,51.0,2.0,2.33504,48.85012
2024-1194174,19.01.2024,"1100000,00",RUE DE CASTELLANE,8, Dépendance,,0.0,2.32486,48.87222
2024-1206148,04.10.2024,"115000,00",RUE DE DUNKERQUE,9, Dépendance,,0.0,2.34727,48.88159
2024-1228734,23.12.2024,"331700,00",CRS ST ELOI,12,Appartement ,33.0,1.0,2.38856,48.84676
2024-1213134,12/02/2024,"34000,00",RUE WILHEM,16,Dépendance ,,0.0,2.27078,48.84402
2024-1199765,16/05/2024,"775000,00",RUE DU FBG ST MARTIN,10,Dépendance ,,0.0,2.36311,48.8798
2024-1194320,29.01.2024,"235000,00",RUE BOTZARIS,19,DÉPENDANCE,,0.0,2.38886,48.87934
2024-1195486,22.02.2024,"18000,00",RUE D ANNAM,20,DÉPENDANCE,,0.0,2.39416,48.86628
2024-1219324,28/06/2024,"320000,00",RUE BOUSSINGAULT,13,APPARTEMENT,30.0,1.0,2.34233,48.82562
2024-1207990,05/11/2024,"150000,00",RUE DE MENILMONTANT,20,APPARTEMENT,15.0,1.0,2.38429,48.86758
2024-1221346,04.07.2024,"644910,00",IMP RAFFET,16,,,,2.26498,48.85132
2024-1221565,24.07.2024,"610000,00 €",RUE DU THEATRE,15,Dépendance,,0.0,2.28904,48.84872
2024-1214266,20/03/2024,"284000,00",RUE DOMAT,5,Appartement ,30.0,1.0,2.34708,48.85108
2024-1194478,05/02/2024,"170000,00",RUE BURNOUF,19,Dépendance ,,0.0,2.37412,48.87537
2024-1211948,30/01/2024,"344319,00",RUE GASSENDI,14,Appartement,31.0,2.0,2.32742,48.83543
2024-1200154,13.06.2024,"882060,00",RUE DU ROCHER,8,APPARTEMENT,72.0,3.0,2.32284,48.87624
2024-1225405,23.10.2024,"588150,00",RUE DE BOULAINVILLIERS,16, Appartement,60.0,3.0,2.2755,48.85325
2024-1203971,28.08.2024,"605000,00",AV JEAN JAURES,19,LOCAL INDUSTRIEL. COMMERCIAL OU ASSIMILÉ,35.0,0.0,2.37573,48.88388
2024-1205727,26/09/2024,"610000,00",RUE ORDENER,18,Appartement ,87.0,4.0,2.33373,48.89356
2024-1204807,12/09/2024,"510250,00",BD DE COURCELLES,8,Dépendance ,,0.0,2.2993,48.87796
2024-1217750,03/06/2024,"425000,00",RUE CHARLES LECOCQ,15,Dépendance,,0.0,2.29459,48.8411
2024-1211111,26.01.2024,"4038462,00",RUE DE SEVRES,7,Dépendance ,,0.0,2.32735,48.852
2024-1221784,05/08/2024,"260000,00",RUE ROBERT DE FLERS,15,APPARTEMENT,34.0,1.0,2.28493,48.85046
2024-1217824,30/04/2024,"195000,00",RUE DUMERIL,13,APPARTEMENT,19.0,1.0,2.35816,48.83714
2024-1221994,23/07/2024,"635150,00",RUE JEAN COLLY,13,Appartement ,83.0,4.0,2.36863,48.82848
2024-1216164,19/04/2024,"1445000,00",RUE DE PONTOISE,5,Dépendance,,0.0,2.35148,48.85019
2024-1203633,10.07.2024,"6720,00 €",PAS DES MARAIS,10, Dépendance,,0.0,2.36154,48.87159
2024-1213688,14/03/2024,"760000,00",RUE LACEPEDE,5, Appartement,60.0,3.0,2.35284,48.84395
2024-1224548,04/10/2024,"987000,00",VLA POIRIER,15,Dépendance,,0.0,2.30335,48.84481
2024-1211762,26/01/2024,"1250000,00",AV DES GOBELINS,13, Dépendance,,0.0,2.3549,48.83304
2024-1203712,25.07.2024,"643100,00",RUE FONTAINE DU BUT,18,Appartement,24.0,2.0,2.33949,48.89034
2024-1228863,18/12/2024,"2,00",RUE LEBLANC,15,,,,2.27244,48.84056
2024-1200224,24.05.2024,"641212,00",AV DE WAGRAM,17,DÉPENDANCE,,0.0,2.30296,48.88382
2024-1207881,05/11/2024,"7000,00",RUE DE L ARC DE TRIOMPHE,17,DÉPENDANCE,,0.0,2.29346,48.8766
2024-1197601,26.03.2024,"346000,00",RUE DES GRANDS CHAMPS,20,Appartement,46.0,2.0,2.40758,48.85206
2024-1204828,11/09/2024,"192050,00",RUE DULONG,17,Dépendance,,0.0,2.31538,48.8863
2024-1210851,12/01/2024,"313500,00",RUE DES VOLONTAIRES,15,Local industriel. commercial ou assimilé,173.0,0.0,2.30676,48.84291
2024-1196737,22/03/2024,"875000,00 €",RUE CUSTINE,18,DÉPENDANCE,,0.0,2.34379,48.8893
2024-1207994,30.10.2024,"64000,00",RUE LA GRANGE AUX BELLES,10, Dépendance,,0.0,2.36712,48.87578
2024-1222078,06/08/2024,"385000,00 €",AV PHILIPPE AUGUSTE,11,Appartement ,41.0,1.0,2.39322,48.85143
2024-1213637,05/03/2024,"25500,00",RUE DU PERE CORENTIN,14, Dépendance,,0.0,2.3284,48.82489
2024-1224590,30.09.2024,"246440,00",RUE DE LA VEGA,12,Appartement ,53.0,2.0,2.40475,48.83852
2024-1219293,01/07/2024,"92000000,00 €",AV DU DOC ARNOLD NETTER,12,Local industriel. commercial ou assimilé ,318.0,0.0,2.40482,48.84283
2024-1207006,15.10.2024,"70000,00",RUE DES GRAVILLIERS,3, Appartement,20.0,1.0,2.3566,48.86417
2024-1226037,30/10/2024,"589583,00",RUE MARSOULAN,12,Dépendance ,,0.0,2.40302,48.84524
2024-1206105,07/10/2024,"430000,00",RUE DE L ARSENAL,4,DÉPENDANCE,,0.0,2.36654,48.85154
2024-1203741,26/07/2024,"215000,00 €",RUE DES HAIES,20,APPARTEMENT,35.0,2.0,2.40185,48.85302
2024-1228713,16/12/2024,"3045850,00",RUE DES SAINTS PERES,7,Appartement,144.0,5.0,2.3316,48.85657
2024-1196006,15.03.2024,"335000,00",RUE DES CASCADES,20, Appartement,23.0,1.0,2.3912,48.86922
2024-1199571,15/05/2024,"30000,00",RUE CHAMPIONNET,18,Dépendance,,0.0,2.33599,48.89555
2024-1216971,15.05.2024,"925000,00",RUE DOCTEUR BLANCHE,16,Dépendance ,,0.0,2.26396,48.8528
2024-1210125,27/12/2024,"402000,00",RUE DES FILLES DU CALVAIRE,3,Appartement ,41.0,2.0,2.36501,48.86245
2024-1224900,01.10.2024,"590000,00",BD ARAGO,13,Appartement,50.0,2.0,2.34923,48.83528
2024-1194368,06.02.2024,"456650,00",RUE LA BRUYERE,9,Dépendance,,0.0,2.33561,48.87941
2024-1195124,08/02/2024,"210600,00",RUE RICHER,9,Appartement,23.0,2.0,2.34585,48.8743
2024-1226927,22.11.2024,"200000,00",RUE DE CHARENTON,12,APPARTEMENT,22.0,1.0,2.38936,48.83952
2024-1209367,02/12/2024,"760000,00",RUE DES PYRENEES,20,DÉPENDANCE,,0.0,2.4036,48.85681
2024-1200845,21.06.2024,"190000,00",AV GOURGAUD,17,Dépendance,,0.0,2.29772,48.88612
2024-1200744,11.06.2024,"324000,00 €",RUE LA CONDAMINE,17,APPARTEMENT,32.0,2.0,2.32303,48.88744
2024-1195798,11/03/2024,"280000,00",RUE DES TOURNELLES,4,Appartement,46.0,2.0,2.36699,48.85474
2024-1213985,15.03.2024,"1644150,00",RUE XAINTRAILLES,13,Appartement,40.0,2.0,2.3706,48.82935
2024-1194183,23.01.2024,"754985,00",RUE SAINT-LAZARE,9,Appartement,60.0,3.0,2.33814,48.87715
2024-1213004,29/02/2024,"405000,00",RUE DE PICPUS,12,Dépendance ,,0.0,2.4021,48.83789
2024-1205778,16.09.2024,"251650,00",AV CARNOT,17,Appartement,19.0,1.0,2.29343,48.87624
2024-1209610,20/12/2024,"85000,00",RUE DES TROIS FRERES,18, Appartement,7.0,1.0,2.34181,48.8838
2024-1226107,31/10/2024,"7065000,00",RUE DES SABLONS,16,Appartement,39.0,3.0,2.28302,48.8649
2024-1228295,16.12.2024,"95000,00",RUE SCHEFFER,16,Dépendance ,,0.0,2.28508,48.85998
2024-1220690,18/07/2024,"420000,00",RUE DE LA BUTTE AUX CAILLES,13, Appartement,73.0,3.0,2.34863,48.82773
2024-1201847,11/06/2024,"833000,00 €",RUE RAMBUTEAU,3,Dépendance ,,0.0,2.35449,48.86117
2024-1226838,08/11/2024,"48859052,00",RUE DE PICPUS,12,,,,2.39619,48.84413
2024-1227654,29.10.2024,"120048,00",RUE DE LA COLONIE,13, Appartement,39.0,2.0,2.35128,48.82373
2024-1207491,23.10.2024,"1400000,00",CITE PALAIS ROYAL BELLEVILLE,19,Maison,80.0,6.0,2.39053,48.87647
2024-1226035,15.10.2024,"160295,00",RUE DES BOULANGERS,5,Appartement ,11.0,1.0,2.35236,48.84641
2024-1215202,29.03.2024,"2500000,00 €",RUE SAINT CHARLES,15,Local industriel. commercial ou assimilé,88.0,0.0,2.28592,48.84774
2024-1220164,15.07.2024,"1669500,00",RUE OUDINOT,7,APPARTEMENT,110.0,5.0,2.31789,48.85059
2024-1194678,02.02.2024,"18000,00",RUE M. ELEONORE DE BELLEFOND,9,Dépendance,,0.0,2.34824,48.87774
2024-1209452,13/12/2024,"1142239,00",RUE MILTON,9, Appartement,72.0,3.0,2.34162,48.87864
2024-1217832,07.06.2024,"950000,00",RUE MICHEL ANGE,16,Appartement,135.0,3.0,2.25969,48.84202
2024-1228222,23/12/2024,"278000,00",RUE BUFFON,5, Appartement,104.0,4.0,2.35984,48.84178
2024-1202471,11.07.2024,"310000,00 €",RUE DE MENILMONTANT,20,Dépendance,,0.0,2.39435,48.86976
2024-1221192,12/07/2024,"429465,00",RUE DU CHEMIN VERT,11,Appartement ,38.0,2.0,2.37255,48.85889
2024-1227146,15/11/2024,"1200000,00",AV DE SUFFREN,15,APPARTEMENT,82.0,3.0,2.30485,48.84821
2024-1202528,01.07.2024,"328700,00",RUE LAMARCK,18, Appartement,28.0,2.0,2.34481,48.88705
2024-1222790,02/09/2024,"305000,00",RUE DEGAS,16, Dépendance,,0.0,2.27523,48.84852
2024-1227484,10.12.2024,"692940,00",RUE DES PATURES,16,Appartement ,71.0,2.0,2.27501,48.84956
2024-1210546,08.01.2024,"1069200,00 €",RUE DUROC,7, Dépendance,,0.0,2.31243,48.84775
2024-1203059,26/07/2024,"760000,00",RUE DU TEMPLE,4,DÉPENDANCE,,0.0,2.3537,48.85809
2024-1224499,04.10.2024,"32000,00",RUE GODEFROY CAVAIGNAC,11, Dépendance,,0.0,2.38017,48.85723
2024-1197402,04/04/2024,"1700000,00",RUE LESAGE,20,Appartement,22.0,1.0,2.38276,48.87261
2024-1209701,27.12.2024,"255000,00",AV JEAN JAURES,19,Appartement ,27.0,3.0,2.38006,48.88573
2024-1199304,07.05.2024,"40600,00",RUE AU MAIRE,3, Dépendance,,0.0,2.35724,48.8642
2024-1199679,13.05.2024,"1000000,00",RUE VAUVILLIERS,1, Appartement,53.0,3.0,2.34349,48.86177
2024-1219155,17.06.2024,"686000,00",RUE CHEREAU,13, Appartement,70.0,3.0,2.3514,48.8274
2024-1211369,31/01/2024,"66000,00",AV LEDRU ROLLIN,12,Dépendance,,0.0,2.36994,48.84752
2024-1216249,02.05.2024,"130000,00",AV LEDRU ROLLIN,11,APPARTEMENT,9.0,1.0,2.37844,48.85574
2024-1210938,23/01/2024,"220000,00",AV DE CHOISY,13,Appartement,31.0,1.0,2.35974,48.82523
2024-1221715,17.07.2024,"1172000,00",BD DES INVALIDES,7,Appartement,65.0,2.0,2.31581,48.85658
2024-1202852,25/07/2024,"377000,00",PAS DES RECOLLETS,10,Appartement,41.0,2.0,2.36079,48.87402
2024-1209515,20.12.2024,"1269000,00",RUE DE DURAS,8, Appartement,78.0,4.0,2.31814,48.87087
2024-1214780,15/03/2024,"310000,00",CRS DE VINCENNES,12, Appartement,58.0,3.0,2.40919,48.84676
2024-1227012,29.11.2024,"505000,00",RUE GEORGES PITARD,15,APPARTEMENT,77.0,3.0,2.31077,48.83482
2024-1224454,20.09.2024,"33500,00",RUE MIRABEAU,16,DÉPENDANCE,,0.0,2.2711,48.84688
2024-1200295,13/06/2024,"23000,00",RUE SAINT FARGEAU,20,Dépendance ,,0.0,2.40308,48.87133
2024-1222110,01.08.2024,"270000,00",RUE JACQUES MAWAS,15,Appartement,50.0,2.0,2.29242,48.838
2024-1206074,01/10/2024,"645200,00",RUE CLAUZEL,9,Appartement,46.0,2.0,2.33924,48.87887
2024-1201667,01/07/2024,"58500,00",RUE DE CRIMEE,19,APPARTEMENT,16.0,2.0,2.3866,48.88239
2024-1202409,12/07/2024,"531000,00",RUE PELLEPORT,20,DÉPENDANCE,,0.0,2.39804,48.87114
2024-1225209,16/10/2024,"425000,00",RUE DAMESME,13, Appartement,50.0,3.0,2.35589,48.8237
2024-1195010,07.02.2024,"25000,00",RUE ALFRED ROLL,17,Appartement,100.0,4.0,2.30042,48.88786
2024-1218275,04.06.2024,"817156,00",RUE VICTORIEN SARDOU,16,DÉPENDANCE,,0.0,2.26846,48.84296
2024-1199092,14.05.2024,"2860000,00",BD BOURDON,4,Dépendance ,,0.0,2.36582,48.84856
2024-1195442,23/02/2024,"500000,00",RUE JEAN COTTIN,18,Dépendance,,0.0,2.36208,48.89429
2024-1228279,17/12/2024,"214000,00",RUE PACHE,11, Appartement,25.0,2.0,2.38227,48.85901
2024-1193606,17.01.2024,"97000,00",RUE DE ROCHECHOUART,9,APPARTEMENT,9.0,1.0,2.34648,48.88258
2024-1212374,08.02.2024,"273585,00",BD DE GRENELLE,15,Appartement ,32.0,2.0,2.29319,48.85082
2024-1195047,12.02.2024,"21415000,00",RUE DES ARCHIVES,4, Appartement,6.0,1.0,2.35439,48.85804
2024-1225158,11.10.2024,"950000,00",RUE BEZOUT,14,Appartement ,102.0,5.0,2.3308,48.82908
2024-1198899,07/05/2024,"270000,00",RUE BELLIARD,18,APPARTEMENT,34.0,2.0,2.34063,48.89669
2024-1201810,25.06.2024,"30000,00",RUE SAINT-AUGUSTIN,2,DÉPENDANCE,,0.0,2.33608,48.86871
2024-1222853,05.09.2024,"18000000,00",RUE DE BABYLONE,7, Appartement,37.0,1.0,2.31754,48.8513
2024-1217958,15/05/2024,"1930000,00",BD ANDRE MAUROIS,16,Appartement ,9.0,1.0,2.27886,48.87819
2024-1194043,26/01/2024,"525000,00",RUE JEAN-BAPTISTE PIGALLE,9,Dépendance ,,0.0,2.3337,48.87881
2024-1200038,10/06/2024,"500000,00 €",RUE DES PYRENEES,20,APPARTEMENT,56.0,3.0,2.39502,48.86848
2024-1213044,29/02/2024,"27226000,00",AV DU GENERAL LECLERC,14,Local industriel. commercial ou assimilé ,18.0,0.0,2.32735,48.82712
2024-1212429,15.02.2024,"145000,00",PAS BARRAULT,13,Appartement,15.0,1.0,2.34863,48.82854
2024-1206399,11/10/2024,"1375000,00",RUE DE LABORDE,8,Appartement,154.0,5.0,2.31653,48.87557
2024-1223413,19/09/2024,"3422515,00 €",RUE DU BAC,7,Appartement ,100.0,6.0,2.32435,48.85452
2024-1203256,09.07.2024,"621770,00",AV GAMBETTA,20, Appartement,93.0,4.0,2.40268,48.86944
2024-1216912,06/05/2024,"720000,00",BD BRUNE,14, Dépendance,,0.0,2.3194,48.82498
2024-1213320,04.03.2024,"864500,00 €",RUE BLOMET,15, Appartement,100.0,3.0,2.30474,48.84251
2024-1195124,08/02/2024,"210600,00",RUE RICHER,9,Appartement,23.0,2.0,2.34585,48.8743
2024-1210058,16/12/2024,"69000,00",RUE VILLARET DE JOYEUSE,17, Dépendance,,0.0,2.29039,48.87683
2024-1211746,06.02.2024,"524200,00",RUE KELLER,11, Dépendance,,0.0,2.3756,48.8547
2024-1193788,05.01.2024,"66000,00",RUE DUHESME,18,Appartement ,12.0,1.0,2.33731,48.89032
2024-1228246,13.12.2024,"1800000,00",RUE MONTALEMBERT,7,Appartement,120.0,5.0,2.32706,48.8565
2024-1220705,12/07/2024,"190000,00",RUE DE DANTZIG,15, Appartement,22.0,1.0,2.3005,48.83411
2024-1222582,30/08/2024,"595000,00",AV DE VERSAILLES,16,Appartement,57.0,3.0,2.25916,48.83816
2024-1204239,09/08/2024,"651000,00 €",RUE DE TURENNE,3,Dépendance,,0.0,2.36492,48.86106
2024-1196808,08.03.2024,"280000,00",RUE DU MONT CENIS,18,Dépendance,,0.0,2.34128,48.88738
2024-1199708,29/05/2024,"16000,00",RUE CARDINET,17,Dépendance,,0.0,2.31238,48.88554
2024-1221139,25/07/2024,"587748,60",AV PHILIPPE AUGUSTE,11,Appartement,57.0,3.0,2.39124,48.85546
2024-1225584,30/09/2024,"75000,00",RUE RAYMOND LOSSERAND,14,Appartement,11.0,1.0,2.31756,48.83334
2024-1200081,03.06.2024,"925600,00",RUE CONDORCET,9,Appartement,70.0,3.0,2.3465,48.87942
2024-1206519,08.10.2024,"290000,00",VLA JACQUEMONT,17,Appartement,28.0,1.0,2.32206,48.8882
2024-1196961,25/03/2024,"606860,00",RUE DE MARSEILLE,10,Dépendance ,,0.0,2.36265,48.87143
2024-1221380,17.07.2024,"1725000,00",RUE EDMOND VALENTIN,7,DÉPENDANCE,,0.0,2.30196,48.85957
2024-1214046,14/03/2024,"223000,00",RUE BOILEAU,16, Appartement,22.0,1.0,2.2616,48.84
2024-1199290,15.05.2024,"278432,88",RUE HAXO,19,Appartement ,41.0,2.0,2.40146,48.87812
2024-1225293,14/10/2024,"1140000,00 €",RUE DE VAUGIRARD,15,Appartement ,145.0,5.0,2.3,48.83939
2024-1223672,18.09.2024,"235000,00 €",AV DE MONTESPAN,16, Appartement,19.0,2.0,2.27826,48.86555
2024-1228782,17/12/2024,"300000,00",RUE BARGUE,15,Dépendance ,,0.0,2.30764,48.83858
2024-1200297,06.06.2024,"387000,00",RUE BARBANEGRE,19,Appartement,51.0,2.0,2.38214,48.89226
2024-1223577,24.09.2024,"1273050,00",RUE DE L ASSOMPTION,16,Appartement,49.0,3.0,2.27501,48.85302
2024-1228767,19/12/2024,"315000,00",RUE DE CHARENTON,12, Dépendance,,0.0,2.39127,48.83836
2024-1201263,14.06.2024,"700000,00",PL GUSTAVE TOUDOUZE,9,Local industriel. commercial ou assimilé ,24.0,0.0,2.33765,48.87963
2024-1201307,23/05/2024,"399600,00",RUE LACROIX,17,APPARTEMENT,42.0,1.0,2.32254,48.89011
2024-1198774,17.05.2024,"949485,00",RUE BROCHANT,17,DÉPENDANCE,,0.0,2.31762,48.88895
2024-1208607,28.11.2024,"912000,00",AV YVES DU MANOIR,17,Dépendance ,,0.0,2.28754,48.88192
2024-1216964,22/04/2024,"418000,00",RUE BOBILLOT,13,DÉPENDANCE,,0.0,2.34893,48.82358
2024-1197039,04/04/2024,"19000,00",RUE MARX DORMOY,18,Dépendance,,0.0,2.35864,48.8855
2024-1197412,27/03/2024,"455000,00",RUE SAINT ANTOINE,4,Appartement,110.0,3.0,2.36382,48.85394
2024-1220856,27/06/2024,"140000,00",RUE JOUVENET,16, Dépendance,,0.0,2.26433,48.84297
2024-1207111,29/10/2024,"290000,00",RUE FERDINAND FLOCON,18,Appartement ,36.0,2.0,2.34632,48.89182
2024-1221405,10/07/2024,"307045,00",RUE DU JURA,13,Dépendance ,,0.0,2.35638,48.8377
2024-1209419,10/12/2024,"185000,00",RUE DENOYEZ,20,APPARTEMENT,23.0,1.0,2.37893,48.87177
2024-1199135,29/04/2024,"210000,00",RUE ARCHEREAU,19, Appartement,29.0,1.0,2.37712,48.89243
2024-1203113,16/07/2024,"300000,00",RUE LINCOLN,8,APPARTEMENT,23.0,1.0,2.30311,48.86994
2024-1193424,08/01/2024,"516000,00",RUE DU RHIN,19,APPARTEMENT,57.0,3.0,2.38184,48.88444
2024-1227692,28/11/2024,"630000,00",AV DU DOC ARNOLD NETTER,12,Local industriel. commercial ou assimilé,102.0,0.0,2.40568,48.84321
2024-1218950,28/05/2024,"500000,00",BD RICHARD LENOIR,11, Appartement,51.0,2.0,2.37158,48.86077
2024-1213932,21.03.2024,"332000,00",RUE DE CITEAUX,12,Dépendance,,0.0,2.38068,48.84869
2024-1213293,28.02.2024,"346000,00",AV D ITALIE,13,Dépendance ,,0.0,2.35708,48.82912
2024-1217128,22/05/2024,"255200,00",RUE PHILIBERT LUCOT,13, Appartement,36.0,2.0,2.36088,48.82221
2024-1206051,07/10/2024,"148000,00",RUE VIEILLE DU TEMPLE,4,APPARTEMENT,14.0,1.0,2.35665,48.85702
2024-1228560,27.12.2024,"290000,00",AV DE LA REPUBLIQUE,11,Appartement ,26.0,2.0,2.37995,48.86456
2024-1212125,15/02/2024,"800,00",RUE DE LYON,12,Appartement ,77.0,3.0,2.37271,48.84608
2024-1218337,18/06/2024,"686000,00",BD SUCHET,16,DÉPENDANCE,,0.0,2.26488,48.85645
2024-1200879,21/06/2024,"284300,00",RUE DE LA FELICITE,17,Appartement ,27.0,2.0,2.30977,48.88696
2024-1223988,25/09/2024,"18000,00",BD MASSENA,13,Dépendance,,0.0,2.36132,48.81949
2024-1212900,29/02/2024,"22500,00",RUE DE REUILLY,12,Dépendance,,0.0,2.39512,48.84106
2024-1211638,23/01/2024,"1950000,00",BD SAINT GERMAIN,7, Dépendance,,0.0,2.31998,48.8615
2024-1202672,11/07/2024,"665000,00",RUE CAULAINCOURT,18,Appartement ,67.0,3.0,2.33326,48.88776
2024-1221349,18.07.2024,"161820,00",RUE PASCAL,13,Appartement ,25.0,1.0,2.34744,48.83319
2024-1199658,16.05.2024,"322000,00",RUE PAPILLON,9,Dépendance,,0.0,2.34692,48.87613
2024-1228484,18.12.2024,"314800,00",RUE DE LA HUCHETTE,5, Appartement,23.0,1.0,2.34603,48.85268
2024-1210132,17.12.2024,"1162000,00",RUE DU FG POISSONNIERE,9,Appartement,130.0,5.0,2.34927,48.88204
2024-1209218,28/11/2024,"620000,00 €",BD DE COURCELLES,8, Dépendance,,0.0,2.30206,48.87846
2024-1224410,01/10/2024,"274038,00",AV DU GAL MICHEL BIZOT,12,Appartement ,34.0,2.0,2.4003,48.83404
2024-1197735,18.04.2024,"326000,00",RUE CAULAINCOURT,18,Appartement,22.0,2.0,2.33275,48.88712
2024-1223034,06/09/2024,"2200000,00",RUE GAY-LUSSAC,5,DÉPENDANCE,,0.0,2.34139,48.84469
2024-1228541,12/12/2024,"410650,00",BD SAINT MARCEL,5, Appartement,43.0,3.0,2.36083,48.84
